latitude,longtitude,time
55.748035,38.008709,14094700
55.748032,38.008698,14095200
55.748032,38.008690,14095700
55.748039,38.008686,14100200
55.748074,38.008698,14100700
55.748188,38.008698,14101200
55.748306,38.008797,14101700
55.748501,38.008873,14102200
55.748665,38.008858,14102700
55.748734,38.008827,14103200
55.748692,38.008743,14103700
55.748501,38.008724,14104200
55.748306,38.008835,14104700
55.748177,38.008877,14105200
55.748077,38.008877,14105700
55.747940,38.008854,14110200
55.747810,38.008835,14110700
55.747753,38.008804,14111200
55.747753,38.008804,14111800
55.747749,38.008804,14112300
55.747719,38.008770,14112800
55.747654,38.008774,14113300
55.747612,38.008770,14113800
55.747566,38.008755,14114300
55.747559,38.008842,14114800
55.747536,38.008911,14115300
55.747513,38.008934,14115800
55.747505,38.008934,14120300
55.747482,38.009029,14120800
55.747383,38.009209,14121300
55.747231,38.009293,14121800
55.747055,38.009277,14122300
55.746868,38.009205,14122800
55.746655,38.009224,14123300
55.746521,38.009357,14123800
55.746365,38.009514,14124300
55.746304,38.009594,14124800
55.746258,38.009609,14125300
55.746162,38.009678,14125800
55.746052,38.009686,14130300
55.745857,38.009697,14130800
55.745632,38.009766,14131300
55.745502,38.009827,14131800
55.745281,38.009834,14132300
55.745056,38.009811,14132800
55.744907,38.009865,14133400
55.744770,38.009918,14133900
55.744690,38.009956,14134400
55.744560,38.009991,14134900
55.744453,38.009998,14135400
55.744320,38.010017,14135900
55.744194,38.009975,14140400
55.744106,38.009956,14140900
55.744022,38.009960,14141400
55.743942,38.009949,14141900
55.743820,38.009941,14142400
55.743660,38.009983,14142900
55.743462,38.010044,14143400
55.743320,38.010281,14143900
55.743271,38.010597,14144400
55.743256,38.010944,14144900
55.743233,38.011250,14145400
55.743240,38.011501,14145900
55.743221,38.011765,14150400
55.743256,38.011906,14150900
55.743252,38.012119,14151400
55.743237,38.012508,14151900
55.743244,38.012920,14152400
55.743301,38.013130,14152900
55.743362,38.013317,14153400
55.743298,38.013660,14153900
55.743271,38.013935,14154400
55.743248,38.014240,14155000
55.743225,38.014492,14155500
55.743195,38.014736,14160000
55.743206,38.014935,14160500
55.743229,38.015114,14161000
55.743259,38.015217,14161500
55.743263,38.015263,14162000
55.743263,38.015285,14162500
55.743263,38.015297,14163000
55.743259,38.015324,14163500
55.743256,38.015343,14164000
55.743267,38.015366,14164500
55.743271,38.015396,14165000
55.743263,38.015434,14165500
55.743267,38.015472,14170000
55.743267,38.015537,14170500
55.743252,38.015568,14171000
55.743271,38.015713,14171500
55.743290,38.015865,14172000
55.743286,38.015968,14172500
55.743275,38.016079,14173000
55.743279,38.016083,14173500
55.743279,38.016109,14174000
55.743275,38.016113,14174500
55.743275,38.016121,14175000
55.743275,38.016125,14175500
55.743275,38.016132,14180000
55.743275,38.016151,14180600
55.743275,38.016163,14181100
55.743279,38.016174,14181600
55.743282,38.016201,14182100
55.743275,38.016228,14182600
55.743267,38.016239,14183100
55.743267,38.016254,14183600
55.743271,38.016254,14184100
55.743271,38.016258,14184600
55.743275,38.016258,14185100
55.743279,38.016262,14185600
55.743294,38.016270,14190100
55.743301,38.016312,14190600
55.743305,38.016335,14191100
55.743301,38.016342,14191600
55.743301,38.016342,14192100
55.743290,38.016369,14192600
55.743290,38.016380,14193100
55.743252,38.016407,14193600
55.743252,38.016407,14194100
55.743252,38.016407,14194600
55.743252,38.016407,14195100
55.743252,38.016407,14195600
55.743252,38.016407,14200100
55.743252,38.016407,14200600
55.743156,38.016144,14201100
55.743248,38.016277,14201600
55.743195,38.016335,14202100
55.743179,38.016380,14202700
55.743256,38.016338,14203200
55.743271,38.016312,14203700
55.743267,38.016315,14204200
55.743275,38.016319,14204700
55.743279,38.016304,14205200
55.743282,38.016308,14205700
55.743286,38.016312,14210200
55.743298,38.016315,14210700
55.743332,38.016300,14211200
55.743286,38.016239,14211700
55.743301,38.016277,14212200
55.743298,38.016273,14212700
55.743282,38.016262,14213200
55.743282,38.016247,14213700
55.743286,38.016243,14214200
55.743286,38.016251,14214700
55.743279,38.016251,14215200
55.743271,38.016251,14215700
55.743263,38.016266,14220200
55.743259,38.016266,14220700
55.743259,38.016273,14221200
55.743263,38.016289,14221700
55.743267,38.016304,14222200
55.743263,38.016312,14222700
55.743279,38.016300,14223200
55.743294,38.016293,14223700
55.743301,38.016251,14224300
55.743313,38.016209,14224800
55.743317,38.016201,14225300
55.743317,38.016201,14225800
55.743313,38.016193,14230300
55.743313,38.016186,14230800
55.743309,38.016182,14231300
55.743324,38.016163,14231800
55.743382,38.016090,14232300
55.743446,38.015991,14232800
55.743507,38.015884,14233300
55.743546,38.015762,14233800
55.743584,38.015690,14234300
55.743645,38.015617,14234800
55.743687,38.015549,14235300
55.743736,38.015461,14235800
55.743748,38.015457,14240300
55.743763,38.015442,14240800
55.743771,38.015453,14241300
55.743771,38.015450,14241800
55.743774,38.015442,14242300
55.743782,38.015450,14242800
55.743820,38.015411,14243300
55.743866,38.015392,14243800
55.743912,38.015362,14244300
55.743946,38.015347,14244800
55.743977,38.015335,14245300
55.744015,38.015331,14245800
55.744049,38.015312,14250300
55.744061,38.015278,14250900
55.744064,38.015255,14251400
55.744087,38.015202,14251900
55.744125,38.015198,14252400
55.744171,38.015160,14252900
55.744209,38.015129,14253400
55.744236,38.015129,14253900
55.744267,38.015121,14254400
55.744293,38.015114,14254900
55.744328,38.015099,14255400
55.744347,38.015060,14255900
55.744377,38.015018,14260400
55.744392,38.014973,14260900
55.744400,38.014931,14261400
55.744423,38.014858,14261900
55.744427,38.014786,14262400
55.744442,38.014721,14262900
55.744457,38.014694,14263400
55.744457,38.014702,14263900
55.744473,38.014687,14264400
55.744518,38.014679,14264900
55.744560,38.014648,14265400
55.744583,38.014591,14265900
55.744579,38.014576,14270400
55.744583,38.014572,14270900
55.744587,38.014545,14271400
55.744576,38.014568,14271900
55.744553,38.014603,14272500
55.744518,38.014641,14273000
55.744499,38.014687,14273500
55.744473,38.014729,14274000
55.744450,38.014763,14274500
55.744450,38.014832,14275000
55.744476,38.014885,14275500
55.744514,38.014942,14280000
55.744545,38.015011,14280500
55.744587,38.015034,14281000
55.744610,38.015083,14281500
55.744629,38.015114,14282000
55.744682,38.015121,14282500
55.744686,38.015091,14283000
55.744717,38.015026,14283500
55.744774,38.014843,14284000
55.744831,38.014656,14284500
55.744873,38.014473,14285000
55.744900,38.014339,14285500
55.744953,38.014244,14290000
55.744999,38.014095,14290500
55.745060,38.013897,14291000
55.745132,38.013626,14291500
55.745193,38.013439,14292000
55.745216,38.013344,14292500
55.745232,38.013256,14293000
55.745247,38.013161,14293500
55.745285,38.013073,14294100
55.745312,38.012993,14294600
55.745377,38.012783,14295100
55.745407,38.012669,14295600
55.745449,38.012524,14300100
55.745491,38.012383,14300600
55.745533,38.012257,14301100
55.745575,38.012100,14301600
55.745605,38.011982,14302100
55.745644,38.011902,14302600
55.745667,38.011837,14303100
55.745682,38.011814,14303600
55.745678,38.011814,14304100
55.745674,38.011806,14304600
55.745674,38.011795,14305100
55.745670,38.011799,14305600
55.745670,38.011799,14310100
55.745693,38.011711,14310600
55.745731,38.011616,14311100
55.745773,38.011513,14311600
55.745811,38.011391,14312100
55.745865,38.011280,14312600
55.745903,38.011169,14313100
55.745941,38.011089,14313600
55.745972,38.011009,14314100
55.745987,38.010944,14314600
55.745987,38.010876,14315100
55.746010,38.010792,14315700
55.746021,38.010723,14320200
55.746029,38.010654,14320700
55.746075,38.010536,14321200
55.746128,38.010380,14321700
55.746147,38.010323,14322200
55.746174,38.010197,14322700
55.746170,38.010098,14323200
55.746212,38.009888,14323700
55.746292,38.009731,14324200
55.746361,38.009499,14324700
55.746456,38.009365,14325200
55.746563,38.009220,14325700
55.746674,38.009151,14330200
55.746780,38.009125,14330700
55.746864,38.009171,14331200
55.746967,38.009159,14331700
55.747101,38.009136,14332200
55.747204,38.009140,14332700
55.747288,38.009148,14333200
55.747372,38.009144,14333700
55.747440,38.009197,14334200
55.747494,38.009243,14334700
55.747551,38.009350,14335200
55.747570,38.009399,14335700
55.747589,38.009411,14340200
55.747601,38.009418,14340700
55.747601,38.009445,14341200
55.747608,38.009480,14341700
55.747616,38.009521,14342200
55.747612,38.009544,14342800
55.747616,38.009544,14343300
55.747620,38.009548,14343800
55.747620,38.009544,14344300
55.747662,38.009529,14344800
55.747711,38.009480,14345300
55.747765,38.009445,14345800
55.747814,38.009403,14350300
55.747894,38.009346,14350800
55.748020,38.009361,14351300
55.748177,38.009357,14351800
55.748379,38.009361,14352300
55.748592,38.009308,14352800
55.748795,38.009323,14353300
55.748970,38.009300,14353800
55.749199,38.009266,14354300
55.749371,38.009239,14354800
55.749561,38.009262,14355300
55.749706,38.009293,14355800
55.749786,38.009285,14360300
55.749863,38.009254,14360800
55.750050,38.009254,14361300
55.750217,38.009262,14361800
55.750427,38.009239,14362300
55.750599,38.009243,14362800
55.750706,38.009239,14363300
55.750828,38.009174,14363900
55.750885,38.009136,14364400
55.750996,38.009068,14364900
55.751110,38.009075,14365400
55.751205,38.009113,14365900
55.751316,38.009151,14370400
55.751442,38.009155,14370900
55.751472,38.009159,14371400
55.751484,38.009159,14371900
55.751503,38.009144,14372400
55.751503,38.009136,14372900
55.751514,38.009117,14373400
55.751537,38.009068,14373900
55.751553,38.009041,14374400
55.751575,38.009003,14374900
55.751587,38.009003,14375400
55.751598,38.009014,14375900
55.751595,38.008987,14380400
55.751595,38.008968,14380900
55.751602,38.008957,14381400
55.751617,38.008945,14381900
55.751621,38.008938,14382400
55.751625,38.008930,14382900
55.751633,38.008892,14383400
55.751640,38.008873,14383900
55.751659,38.008839,14384400
55.751671,38.008823,14384900
55.751686,38.008820,14385400
55.751690,38.008797,14385900
55.751720,38.008751,14390500
55.751743,38.008678,14391000
55.751755,38.008636,14391500
55.751770,38.008606,14392000
55.751789,38.008545,14392500
55.751812,38.008503,14393000
55.751839,38.008457,14393500
55.751858,38.008419,14394000
55.751858,38.008411,14394500
55.751865,38.008396,14395000
55.751865,38.008392,14395500
55.751873,38.008327,14400000
55.751873,38.008308,14400500
55.751873,38.008297,14401000
55.751877,38.008251,14401500
55.751884,38.008244,14402000
55.751888,38.008224,14402500
55.751884,38.008224,14403000
55.751877,38.008240,14403500
55.751869,38.008247,14404000
55.751869,38.008263,14404500
55.751865,38.008266,14405000
55.751865,38.008270,14405500
55.751865,38.008289,14410000
55.751820,38.008335,14410500
55.751801,38.008369,14411000
55.751793,38.008430,14411500
55.751785,38.008488,14412100
55.751781,38.008518,14412600
55.751770,38.008526,14413100
55.751789,38.008545,14413600
55.751801,38.008579,14414100
55.751797,38.008579,14414600
55.751759,38.008629,14415100
55.751759,38.008644,14415600
55.751762,38.008656,14420100
55.751759,38.008686,14420600
55.751766,38.008682,14421100
55.751781,38.008678,14421600
55.751823,38.008640,14422100
55.751839,38.008610,14422600
55.751816,38.008656,14423100
55.751808,38.008736,14423600
55.751812,38.008732,14424100
55.751797,38.008774,14424600
55.751751,38.008915,14425100
55.751759,38.008892,14425600
55.751793,38.008774,14430100
55.751789,38.008759,14430600
55.751789,38.008709,14431100
55.751797,38.008694,14431600
55.751797,38.008675,14432100
55.751801,38.008648,14432600
55.751785,38.008636,14433100
55.751724,38.008671,14433700
55.751713,38.008675,14434100
55.751705,38.008698,14434700
55.751663,38.008633,14435200
55.751629,38.008667,14435700
55.751614,38.008739,14440200
55.751617,38.008759,14440700
55.751648,38.008739,14441200
55.751656,38.008705,14441700
55.751659,38.008675,14442200
55.751671,38.008652,14442700
55.751690,38.008640,14443200
55.751717,38.008625,14443700
55.751724,38.008606,14444200
55.751740,38.008572,14444700
55.751759,38.008598,14445200
55.751770,38.008595,14445700
55.751778,38.008579,14450200
55.751774,38.008583,14450700
55.751766,38.008602,14451200
55.751762,38.008633,14451700
55.751762,38.008667,14452200
55.751762,38.008659,14452700
55.751762,38.008732,14453200
55.751770,38.008785,14453700
55.751762,38.008869,14454200
55.751774,38.008888,14454700
55.751774,38.008942,14455300
55.751781,38.008915,14455800
55.751781,38.008896,14460300
55.751770,38.008896,14460800
55.751762,38.008804,14461300
55.751762,38.008751,14461800
55.751751,38.008762,14462300
55.751728,38.008739,14462800
55.751732,38.008709,14463300
55.751732,38.008717,14463800
55.751720,38.008705,14464300
55.751728,38.008675,14464800
55.751736,38.008621,14465300
55.751740,38.008606,14465800
55.751740,38.008610,14470300
55.751736,38.008602,14470800
55.751736,38.008575,14471300
55.751743,38.008553,14471800
55.751751,38.008572,14472300
55.751759,38.008583,14472800
55.751770,38.008572,14473300
55.751751,38.008606,14473800
55.751705,38.008602,14474300
55.751591,38.008640,14474800
55.751526,38.008671,14475300
55.751389,38.008698,14475800
55.751255,38.008888,14480300
55.751186,38.009125,14480800
55.751225,38.009384,14481400
55.751244,38.009598,14481900
55.751221,38.009651,14482400
55.751152,38.009701,14482900
55.751114,38.009773,14483400
55.751095,38.009979,14483900
55.751102,38.010170,14484400
55.751114,38.010265,14484900
55.751106,38.010311,14485400
55.751091,38.010338,14485900
55.751080,38.010357,14490400
55.751060,38.010365,14490900
55.751045,38.010368,14491400
55.751030,38.010376,14491900
55.751003,38.010391,14492400
55.750992,38.010399,14492900
55.750988,38.010406,14493400
55.750984,38.010410,14493900
55.750973,38.010410,14494400
55.750965,38.010418,14494900
55.750954,38.010422,14495400
55.750950,38.010426,14495900
55.750942,38.010429,14500400
55.750935,38.010433,14500900
55.750935,38.010433,14501400
55.750919,38.010441,14501900
55.750904,38.010445,14502500
55.750893,38.010452,14503000
55.750889,38.010452,14503500
55.750881,38.010452,14504000
55.750866,38.010456,14504500
55.750858,38.010460,14505000
55.750858,38.010464,14505500
55.750854,38.010468,14510000
55.750854,38.010471,14510500
55.750862,38.010475,14511000
55.750870,38.010479,14511500
55.750877,38.010487,14512000
55.750896,38.010487,14512500
55.750912,38.010483,14513000
55.750916,38.010487,14513500
55.750919,38.010487,14514000
55.750916,38.010479,14514500
55.750908,38.010475,14515000
55.750912,38.010471,14515500
55.750923,38.010475,14520000
55.750904,38.010483,14520500
55.750900,38.010475,14521000
55.750877,38.010475,14521500
55.750851,38.010471,14522000
55.750851,38.010471,14522500
55.750858,38.010475,14523000
55.750881,38.010494,14523500
55.750862,38.010490,14524000
55.750832,38.010483,14524600
55.750839,38.010475,14525100
55.750839,38.010471,14525600
55.750858,38.010483,14530100
55.750877,38.010479,14530600
55.750896,38.010494,14531100
55.750908,38.010494,14531600
55.750919,38.010502,14532100
55.750919,38.010498,14532600
55.750923,38.010506,14533100
55.750935,38.010509,14533600
55.750946,38.010517,14534100
55.750954,38.010517,14534600
55.750954,38.010525,14535100
55.750965,38.010529,14535600
55.750961,38.010540,14540100
55.750965,38.010551,14540600
55.750969,38.010555,14541100
55.750969,38.010548,14541600
55.750942,38.010548,14542100
55.750931,38.010551,14542600
55.750935,38.010555,14543100
55.750935,38.010559,14543600
55.750938,38.010559,14544100
55.750938,38.010559,14544600
55.750927,38.010555,14545100
55.750927,38.010548,14545600
55.750919,38.010544,14550100
55.750916,38.010536,14550700
55.750904,38.010532,14551200
55.750893,38.010529,14551700
55.750874,38.010529,14552200
55.750870,38.010525,14552700
55.750862,38.010529,14553200
55.750858,38.010529,14553700
55.750854,38.010529,14554200
55.750858,38.010525,14554700
55.750862,38.010521,14555200
55.750858,38.010521,14555700
55.750851,38.010517,14560200
55.750832,38.010509,14560700
55.750820,38.010506,14561200
55.750816,38.010506,14561700
55.750797,38.010509,14562200
55.750793,38.010502,14562700
55.750801,38.010498,14563200
55.750793,38.010487,14563700
55.750797,38.010483,14564200
55.750786,38.010475,14564700
55.750778,38.010475,14565200
55.750774,38.010471,14565700
55.750771,38.010456,14570200
55.750763,38.010445,14570700
55.750759,38.010422,14571200
55.750763,38.010441,14571700
55.750759,38.010471,14572300
55.750763,38.010483,14572800
55.750767,38.010483,14573300
55.750786,38.010483,14573800
55.750790,38.010475,14574300
55.750801,38.010433,14574800
55.750797,38.010368,14575300
55.750790,38.010258,14575800
55.750793,38.010136,14580300
55.750778,38.010010,14580800
55.750790,38.009838,14581300
55.750801,38.009647,14581800
55.750824,38.009468,14582300
55.750839,38.009369,14582800
55.750877,38.009357,14583300
55.750900,38.009338,14583800
55.750916,38.009335,14584300
55.750927,38.009323,14584800
55.750938,38.009315,14585300
55.750946,38.009308,14585800
55.750954,38.009304,14590300
55.750961,38.009304,14590800
55.750965,38.009300,14591300
55.750965,38.009289,14591800
55.750965,38.009281,14592300
55.750973,38.009281,14592800
55.750973,38.009274,14593300
55.750942,38.009251,14593900
55.750874,38.008991,14594400
55.750801,38.008762,14594900
55.750626,38.008686,14595400
55.750500,38.008705,14595900
55.750359,38.008698,15000400
55.750206,38.008640,15000900
55.750038,38.008705,15001400
55.749882,38.008690,15001900
55.749737,38.008678,15002400
55.749607,38.008690,15002900
55.749470,38.008686,15003400
55.749325,38.008675,15003900
55.749184,38.008678,15004400
55.749073,38.008705,15004900
55.748970,38.008682,15005400
55.748909,38.008636,15005900
55.748833,38.008671,15010400
55.748722,38.008667,15010900
55.748608,38.008656,15011400
55.748516,38.008667,15011900
55.748440,38.008682,15012400
55.748322,38.008808,15012900
55.748173,38.008839,15013400
55.748051,38.008850,15013900
55.747902,38.008854,15014400
55.747765,38.008778,15014900
55.747711,38.008759,15015400
55.747711,38.008778,15015900
55.747700,38.008785,15020500
55.747692,38.008808,15021000
55.747654,38.008797,15021500
55.747581,38.008789,15022000
55.747505,38.008797,15022500
55.747406,38.008839,15023000
55.747326,38.008881,15023500
55.747295,38.008987,15024000
55.747326,38.009098,15024500
55.747364,38.009212,15025000
55.747345,38.009270,15025500
55.747322,38.009338,15030000
55.747250,38.009396,15030500
55.747177,38.009411,15031000
55.747093,38.009426,15031500
55.747017,38.009441,15032000
55.746944,38.009434,15032500
55.746834,38.009480,15033000
55.746777,38.009502,15033500
55.746727,38.009483,15034000
55.746662,38.009514,15034500
55.746525,38.009544,15035000
55.746407,38.009571,15035500
55.746323,38.009510,15040000
55.746338,38.009380,15040500
55.746422,38.009304,15041000
55.746521,38.009132,15041600
55.746410,38.009018,15042100
55.746380,38.009262,15042600
55.746468,38.009277,15043100
55.746479,38.009289,15043600
55.746502,38.009327,15044100
55.746426,38.009331,15044600
55.746323,38.009151,15045100
55.746368,38.008915,15045600
55.746368,38.008812,15050100
55.746338,38.009007,15050600
55.746361,38.009167,15051100
55.746433,38.009247,15051600
55.746449,38.009106,15052100
55.746510,38.008980,15052600
55.746414,38.008972,15053100
55.746414,38.009201,15053600
55.746456,38.009293,15054100
55.746490,38.009281,15054600
55.746452,38.009293,15055100
55.746395,38.009323,15055600
55.746433,38.009281,15060100
55.746429,38.009197,15060600
55.746452,38.009258,15061100
55.746387,38.009239,15061600
55.746311,38.009468,15062100
55.746159,38.009632,15062600
55.745975,38.009735,15063100
55.745846,38.009750,15063600
55.745724,38.009720,15064200
55.745670,38.009724,15064700
55.745609,38.009743,15065200
55.745560,38.009724,15065700
55.745365,38.009708,15070200
55.745209,38.009739,15070700
55.744999,38.009727,15071200
55.744881,38.009735,15071700
55.744766,38.009747,15072200
55.744633,38.009777,15072700
55.744549,38.009846,15073200
55.744400,38.009811,15073700
55.744305,38.009811,15074200
55.744213,38.009861,15074700
55.744076,38.009838,15075200
55.743946,38.009804,15075700
55.743866,38.009789,15080200
55.743793,38.009796,15080700
55.743740,38.009720,15081200
55.743633,38.009727,15081700
55.743504,38.009701,15082200
55.743401,38.009743,15082700
55.743317,38.009857,15083200
55.743271,38.010063,15083700
55.743294,38.010319,15084200
55.743313,38.010635,15084700
55.743317,38.010918,15085200
55.743347,38.011265,15085800
55.743366,38.011524,15090300
55.743320,38.011826,15090800
55.743294,38.012043,15091300
55.743301,38.012257,15091800
55.743290,38.012478,15092300
55.743267,38.012714,15092800
55.743290,38.012939,15093300
55.743309,38.013107,15093800
55.743340,38.013260,15094300
55.743347,38.013378,15094800
55.743343,38.013416,15095300
55.743320,38.013546,15095800
55.743298,38.013752,15100300
55.743279,38.013962,15100800
55.743248,38.014168,15101300
55.743229,38.014343,15101800
55.743214,38.014469,15102300
55.743217,38.014652,15102800
55.743191,38.014935,15103300
55.743084,38.015141,15103800
55.743015,38.015209,15104300
55.743000,38.015266,15104800
55.742977,38.015293,15105300
55.742966,38.015335,15105800
55.742931,38.015450,15110300
55.742916,38.015491,15110800
55.742916,38.015511,15111300
55.742920,38.015533,15111900
55.742905,38.015541,15112400
55.742874,38.015530,15112900
55.742847,38.015533,15113400
55.742786,38.015587,15113900
55.742714,38.015686,15114400
55.742641,38.015808,15114900
55.742550,38.015949,15115400
55.742458,38.016144,15115900
55.742352,38.016296,15120400
55.742249,38.016438,15120900
55.742134,38.016575,15121400
55.742020,38.016739,15121900
55.741913,38.016861,15122400
55.741829,38.016956,15122900
55.741760,38.017056,15123400
55.741703,38.017200,15123900
55.741699,38.017391,15124400
55.741642,38.017487,15124900
55.741554,38.017605,15125400
55.741470,38.017696,15125900
55.741364,38.017811,15130400
55.741230,38.017975,15130900
55.741112,38.018135,15131400
55.741005,38.018311,15131900
55.740898,38.018463,15132400
55.740803,38.018600,15132900
55.740673,38.018761,15133500
55.740582,38.018848,15134000
55.740463,38.018974,15134500
55.740372,38.019112,15135000
55.740326,38.019222,15135500
55.740273,38.019318,15140000
55.740231,38.019390,15140500
55.740173,38.019501,15141000
55.740047,38.019672,15141500
55.739971,38.019772,15142000
55.739925,38.019840,15142500
55.739895,38.019859,15143000
55.739822,38.019951,15143500
55.739754,38.020016,15144000
55.739658,38.020111,15144500
55.739571,38.020199,15145000
55.739483,38.020302,15145500
55.739410,38.020420,15150000
55.739334,38.020523,15150500
55.739227,38.020649,15151000
55.739124,38.020748,15151500
55.739017,38.020840,15152000
55.738930,38.020958,15152500
55.738853,38.021049,15153000
55.738712,38.021191,15153500
55.738613,38.021370,15154000
55.738510,38.021542,15154500
55.738373,38.021816,15155000
55.738312,38.021935,15155600
55.738319,38.022041,15160000
55.738365,38.022327,15160600
55.738396,38.022511,15161100
55.738449,38.022648,15161600
55.738487,38.022739,15162100
55.738499,38.022793,15162600
55.738525,38.022861,15163100
55.738541,38.022915,15163600
55.738605,38.023041,15164100
55.738674,38.023144,15164600
55.738739,38.023232,15165100
55.738804,38.023315,15165600
55.738873,38.023445,15170100
55.738930,38.023548,15170600
55.738995,38.023655,15171100
55.739048,38.023777,15171600
55.739082,38.023888,15172100
55.739109,38.023983,15172600
55.739140,38.024109,15173100
55.739170,38.024208,15173600
55.739235,38.024349,15174100
55.739285,38.024471,15174600
55.739338,38.024647,15175100
55.739365,38.024776,15175600
55.739441,38.024944,15180100
55.739559,38.025146,15180600
55.739639,38.025326,15181100
55.739750,38.025589,15181700
55.739826,38.025776,15182200
55.739902,38.025967,15182700
55.739986,38.026173,15183200
55.740086,38.026440,15183700
55.740200,38.026752,15184200
55.740311,38.027077,15184700
55.740379,38.027328,15185200
55.740479,38.027531,15185700
55.740559,38.027786,15190200
55.740662,38.028061,15190700
55.740749,38.028244,15191200
55.740822,38.028450,15191700
55.740932,38.028675,15192200
55.741028,38.028831,15192700
55.741100,38.028946,15193200
55.741161,38.029091,15193700
55.741234,38.029251,15194200
55.741276,38.029415,15194700
55.741360,38.029587,15195200
55.741428,38.029774,15195700
55.741474,38.029922,15200200
55.741539,38.030067,15200700
55.741589,38.030193,15201200
55.741661,38.030361,15201700
55.741734,38.030540,15202200
55.741821,38.030731,15202700
55.741917,38.030975,15203300
55.742016,38.031208,15203800
55.742104,38.031441,15204300
55.742207,38.031673,15204800
55.742298,38.031876,15205300
55.742374,38.032082,15205800
55.742466,38.032322,15210300
55.742546,38.032520,15210800
55.742622,38.032711,15211300
55.742702,38.032898,15211800
55.742790,38.033096,15212300
55.742889,38.033295,15212800
55.742977,38.033463,15213300
55.743080,38.033604,15213800
55.743145,38.033779,15214300
55.743202,38.033981,15214800
55.743256,38.034134,15215300
55.743294,38.034252,15215800
55.743305,38.034286,15220300
55.743332,38.034367,15220800
55.743397,38.034569,15221300
55.743423,38.034733,15221800
55.743439,38.034767,15222300
55.743469,38.034813,15222800
55.743500,38.034901,15223300
55.743515,38.035027,15223800
55.743534,38.035122,15224300
55.743549,38.035145,15224800
55.743607,38.035271,15225400
55.743679,38.035355,15225900
55.743774,38.035450,15230400
55.743835,38.035549,15230900
55.743885,38.035595,15231400
55.743900,38.035606,15231900
55.743931,38.035675,15232400
55.743935,38.035721,15232900
55.743961,38.035828,15233400
55.744022,38.035912,15233900
55.744106,38.035946,15234400
55.744240,38.035954,15234900
55.744381,38.035957,15235400
55.744480,38.035904,15235900
55.744564,38.035854,15240400
55.744637,38.035786,15240900
55.744762,38.035732,15241400
55.744869,38.035690,15241900
55.744968,38.035698,15242400
55.745079,38.035694,15242900
55.745193,38.035686,15243400
55.745270,38.035702,15243900
55.745289,38.035820,15244400
55.745300,38.035969,15244900
55.745358,38.036098,15245400
55.745396,38.036270,15245900
55.745377,38.036453,15250400
55.745335,38.036617,15250900
55.745270,38.036842,15251400
55.745186,38.037060,15252000
55.745186,38.037193,15252500
55.745182,38.037231,15253000
55.745182,38.037258,15253500
55.745186,38.037266,15254000
55.745190,38.037277,15254500
